teamOneWon,teamTwoWon,map2Team1SideBothPlayer1PlusMinus,map2Team1SideBothPlayer1Rating,map2Team1SideBothPlayer2PlusMinus,map2Team1SideBothPlayer2Rating,map2Team1SideBothPlayer3PlusMinus,map2Team1SideBothPlayer3Rating,map2Team1SideBothPlayer4PlusMinus,map2Team1SideBothPlayer4Rating,map2Team1SideBothPlayer5PlusMinus,map2Team1SideBothPlayer5Rating,map2Team2SideBothPlayer1PlusMinus,map2Team2SideBothPlayer1Rating,map2Team2SideBothPlayer2PlusMinus,map2Team2SideBothPlayer2Rating,map2Team2SideBothPlayer3PlusMinus,map2Team2SideBothPlayer3Rating,map2Team2SideBothPlayer4PlusMinus,map2Team2SideBothPlayer4Rating,map2Team2SideBothPlayer5PlusMinus,map2Team2SideBothPlayer5Rating
False,True,5,1.23,2,1.22,-3,1.02,-5,0.83,-6,0.78,14,1.72,3,1.19,-2,1.14,-3,1.06,-5,0.93
False,True,-2,1.12,-1,1.0,-3,0.95,-3,0.82,-8,0.7,15,1.87,10,1.64,1,1.12,-4,0.75,-6,0.72
True,False,11,1.62,5,1.41,-1,1.16,3,1.09,-10,0.58,8,1.5,-1,1.07,-3,0.93,-5,0.72,-10,0.48
True,False,12,1.68,8,1.57,-2,1.04,-3,0.92,0,0.83,6,1.24,1,1.03,-1,1.0,-8,0.72,-14,0.48
True,False,8,1.49,7,1.42,5,1.37,4,1.25,-1,1.17,2,1.08,-3,0.9,-7,0.89,-5,0.79,-10,0.68
False,True,8,1.45,-5,0.67,-8,0.66,-9,0.63,-12,0.5,2,1.57,10,1.44,6,1.33,4,1.29,4,1.17
False,True,2,1.28,0,1.08,-1,1.03,-4,0.84,-3,0.73,12,1.62,0,1.1,-3,1.09,0,1.08,-3,0.88
True,False,8,1.4,4,1.17,3,1.13,0,1.05,0,1.02,3,1.44,4,1.13,-3,0.94,-11,0.53,-11,0.51
False,True,5,1.29,2,1.08,-4,0.99,-4,0.94,-3,0.84,7,1.4,0,1.25,5,1.17,0,0.92,-9,0.67
True,False,2,1.24,7,1.22,6,1.13,0,1.07,-6,0.87,-2,1.16,0,1.05,-3,1.03,-1,1.0,-6,0.72
True,False,6,1.44,8,1.27,2,1.23,1,1.14,-4,1.04,1,1.12,-1,1.05,-2,0.87,-7,0.79,-5,0.77
False,True,4,1.09,-4,0.93,-3,0.92,-9,0.62,-12,0.58,10,1.69,4,1.37,9,1.3,3,1.27,-3,0.75
True,False,7,1.5,3,1.21,4,1.14,-4,0.84,-8,0.66,8,1.36,4,1.32,-3,0.99,-3,0.89,-9,0.64
True,False,11,1.55,8,1.48,2,0.92,-6,0.82,-9,0.78,3,1.3,-2,0.97,-2,0.96,-5,0.89,-1,0.89
True,False,7,1.71,8,1.71,6,1.36,6,1.3,1,1.11,-3,0.96,-4,0.89,-8,0.55,-8,0.53,-7,0.53
True,False,9,1.41,12,1.26,7,1.19,-6,0.92,-15,0.8,3,1.14,-2,1.12,-1,1.03,-1,0.97,-7,0.93
True,False,6,1.3,-2,1.12,-1,0.91,-5,0.86,-2,0.79,5,1.33,9,1.32,3,1.17,-8,0.87,-5,0.84
True,False,4,1.34,7,1.31,1,1.3,0,0.96,-2,0.94,-2,1.11,2,1.08,-4,0.93,-2,0.87,-5,0.86
True,False,9,1.36,3,1.23,-2,0.9,-4,0.77,-7,0.72,6,1.38,4,1.33,0,0.95,-1,0.92,-8,0.87
True,False,13,1.88,4,1.23,1,1.09,-1,1.07,-2,1.02,3,1.25,1,1.18,-6,0.83,-5,0.82,-8,0.59
True,False,6,1.43,4,1.41,3,1.36,1,1.17,0,1.01,0,1.17,1,1.12,0,0.95,-5,0.76,-10,0.52
True,False,11,1.68,8,1.51,7,1.45,-2,0.99,-2,0.72,-2,1.0,-2,0.96,-4,0.83,-9,0.69,-5,0.65
False,True,-4,1.12,-9,0.74,-8,0.71,-6,0.61,-8,0.48,7,1.91,14,1.61,8,1.61,5,1.58,-1,0.88
True,False,7,1.27,8,1.26,5,1.2,-2,1.1,-2,0.99,3,1.09,-3,1.0,-4,0.84,-6,0.84,-6,0.64
False,True,0,0.91,-4,0.68,-6,0.65,-7,0.51,-12,0.23,14,2.12,9,2.11,5,1.45,-1,1.18,2,1.09
False,True,4,1.21,5,1.18,1,1.07,-6,0.99,-4,0.77,4,1.19,2,1.17,5,1.12,-4,0.94,-9,0.62
True,False,13,1.85,4,1.26,1,1.13,0,1.11,2,1.08,3,1.3,-2,0.87,-7,0.84,-8,0.81,-8,0.73
True,False,7,1.46,7,1.39,6,1.33,3,1.2,-6,0.88,6,1.38,1,1.09,-7,0.8,-7,0.71,-10,0.56
True,False,10,1.39,9,1.36,-2,1.15,-1,1.05,0,1.0,-2,1.0,-3,0.94,-6,0.92,-2,0.91,-3,0.89
False,True,1,1.16,-1,1.02,-8,0.88,-2,0.87,-2,0.81,5,1.34,1,1.2,3,1.13,4,1.12,-1,1.02
True,False,11,1.51,8,1.35,2,1.11,-7,0.84,-9,0.81,3,1.34,3,1.17,-1,1.02,-3,1.01,-7,0.81
False,True,2,1.0,-2,0.98,-4,0.94,0,0.93,-5,0.82,4,1.43,5,1.3,3,1.08,3,0.99,-7,0.79
True,False,1,1.19,2,1.07,0,1.01,1,0.95,-4,0.93,4,1.36,5,1.23,1,1.03,-2,0.86,-9,0.79
True,False,6,1.53,10,1.42,0,1.22,-4,1.09,0,1.07,-1,1.33,4,1.17,-2,0.88,-5,0.71,-9,0.54
False,True,1,1.21,-1,1.07,2,1.04,-5,0.93,-8,0.58,4,1.37,1,1.19,4,1.18,3,1.17,-1,0.89
False,True,2,1.23,0,1.17,-6,0.77,-11,0.45,-13,0.44,14,1.93,8,1.49,4,1.33,0,0.93,-1,0.92
False,True,-1,1.08,0,1.07,-1,0.97,-2,0.96,-2,0.92,5,1.5,6,1.37,-1,1.06,-2,0.82,-4,0.73
False,True,3,1.22,-3,1.17,2,1.03,-3,0.87,-5,0.68,4,1.29,6,1.26,-3,1.09,2,1.06,-3,0.94
False,True,-5,0.89,0,0.88,-6,0.74,-7,0.61,-6,0.59,12,1.79,6,1.67,4,1.43,3,1.21,-1,1.1
True,False,14,2.06,13,1.59,7,1.5,6,1.5,-2,0.89,-5,0.86,-4,0.75,-8,0.69,-10,0.48,-11,0.38
True,False,12,1.62,7,1.36,0,1.25,1,1.11,-4,1.03,3,1.18,-1,1.08,-1,0.88,-6,0.82,-11,0.47
True,False,9,1.45,1,1.14,1,0.96,-4,0.93,-7,0.86,8,1.37,1,1.37,1,1.06,-4,0.71,-7,0.7
True,False,6,1.45,8,1.38,2,1.24,-3,1.16,2,1.04,2,1.24,3,1.17,-6,0.86,-8,0.62,-7,0.61
True,False,7,1.58,7,1.5,4,1.35,4,0.98,-1,0.93,1,1.26,-1,0.9,-7,0.74,-6,0.64,-8,0.62
True,False,8,1.31,5,1.23,2,1.18,-3,1.1,-3,0.97,4,1.34,-1,1.15,1,1.0,-2,0.95,-11,0.73
True,False,12,2.07,4,1.6,10,1.51,4,1.44,5,1.21,0,0.97,-7,0.7,-6,0.67,-9,0.46,-14,0.43
False,True,-1,1.1,-7,0.55,-10,0.49,-9,0.45,-13,0.25,21,2.89,6,1.66,6,1.46,5,1.37,2,1.3
True,False,5,1.42,5,1.38,4,1.25,3,1.16,4,1.12,3,1.17,0,1.01,-5,0.85,-11,0.68,-8,0.66
True,False,15,2.19,5,1.49,2,1.08,-4,0.88,-6,0.86,2,1.17,1,1.12,-2,0.93,-4,0.74,-9,0.56
True,False,7,1.64,8,1.42,2,1.21,2,1.11,-8,0.64,1,1.26,0,0.98,-5,0.91,0,0.87,-8,0.61
False,True,-2,1.1,-5,0.98,-2,0.95,-4,0.9,-4,0.83,10,1.75,12,1.63,-1,1.18,-1,1.07,-3,0.87
True,False,5,1.63,5,1.56,5,1.31,3,1.24,2,0.96,0,1.11,-2,1.08,-6,0.74,-6,0.71,-6,0.66
True,False,11,1.43,0,1.35,5,1.1,0,1.06,-4,0.98,11,1.38,6,1.21,-5,1.04,-5,0.92,-19,0.71
False,True,4,1.29,-3,1.05,-5,0.72,-9,0.68,-8,0.67,14,1.67,8,1.54,4,1.25,-3,1.02,-8,0.71
True,False,8,1.57,4,1.22,-4,0.98,-3,0.79,-6,0.72,6,1.56,5,1.33,-2,1.24,3,1.17,-11,0.5
False,True,4,1.29,-1,1.09,-4,0.91,-5,0.81,-7,0.71,8,1.58,6,1.41,4,1.2,-1,0.9,-4,0.89
True,False,6,1.53,4,1.31,5,1.26,-3,0.98,-3,0.85,9,1.38,-2,1.09,-2,0.86,-3,0.85,-11,0.54
False,True,-5,0.87,-4,0.77,-9,0.6,-11,0.42,-11,0.36,12,1.85,10,1.6,9,1.5,3,1.43,5,1.39
False,True,9,1.5,1,1.03,-1,0.89,-9,0.6,-18,0.47,15,1.66,11,1.45,-1,1.08,-1,1.07,-7,0.76
False,True,4,1.32,-3,0.86,-6,0.8,-4,0.75,-7,0.66,11,1.55,6,1.3,0,1.26,-3,1.1,2,1.08
True,False,1,1.54,9,1.53,9,1.27,2,1.02,-10,0.58,1,1.12,0,1.1,1,0.94,-4,0.89,-9,0.75
False,True,4,1.2,-3,1.08,-1,0.98,-3,0.88,-5,0.85,2,1.31,8,1.28,2,1.17,-2,1.15,-3,0.77
False,True,-4,1.07,-1,1.06,-4,0.9,-5,0.83,-11,0.8,11,1.34,10,1.32,6,1.3,0,1.1,-4,1.0
False,True,2,1.09,-5,1.01,-2,0.99,-8,0.76,-5,0.75,5,1.46,3,1.3,3,1.26,3,1.13,4,1.01
True,False,8,1.53,8,1.33,1,1.2,4,1.14,-3,1.0,2,1.07,-3,1.02,-6,0.95,-5,0.84,-6,0.64
True,False,6,1.35,4,1.3,5,1.26,-1,1.05,-2,0.87,1,1.18,0,1.16,-4,0.9,-5,0.82,-4,0.81
True,False,14,1.53,2,1.1,-3,1.08,0,1.04,-3,0.9,3,1.18,4,1.18,-1,0.96,-5,0.87,-11,0.69
False,True,-2,1.06,-2,0.91,-4,0.84,-4,0.83,-8,0.59,5,1.64,6,1.39,5,1.38,1,1.29,2,1.12
False,True,4,1.28,3,1.13,0,0.97,-5,0.93,-3,0.77,9,1.42,2,1.29,-4,0.98,-1,0.98,-8,0.65
True,False,9,1.37,7,1.3,6,1.18,0,0.97,-3,0.75,0,1.16,3,1.12,0,0.88,-7,0.82,-17,0.5
False,True,7,1.48,7,1.17,-4,0.99,-4,0.92,-5,0.83,4,1.24,1,1.12,-2,0.87,-4,0.82,-5,0.81
True,False,5,1.32,2,1.3,2,1.28,-1,1.1,0,0.94,2,1.15,-1,1.07,-3,1.04,-2,0.92,-7,0.68
True,False,11,1.91,13,1.88,8,1.83,2,1.33,-1,1.15,-5,0.69,-7,0.68,-7,0.66,-6,0.65,-9,0.41
False,True,12,1.89,-4,1.07,-3,0.85,-4,0.75,-9,0.56,2,1.37,3,1.32,2,1.18,-1,1.04,1,0.86
False,True,7,1.59,6,1.38,-6,0.74,-9,0.66,-8,0.52,9,1.53,2,1.27,0,1.06,-1,1.04,0,1.03
False,True,6,1.29,1,1.13,-4,1.02,-6,0.84,-8,0.75,20,2.01,7,1.34,-2,1.1,-7,0.96,-10,0.56
True,False,8,1.65,5,1.53,5,1.51,4,1.33,4,1.21,-4,0.87,-5,0.73,-5,0.65,-8,0.63,-5,0.56
True,False,7,1.33,5,1.32,3,1.12,-5,0.81,-12,0.66,1,1.17,0,1.12,3,1.09,-6,1.03,0,1.02
True,False,3,1.48,6,1.36,5,1.32,6,1.23,-3,1.05,-1,1.17,-1,1.0,-3,0.85,-7,0.75,-7,0.62
False,True,0,1.03,-3,0.94,-3,0.76,-6,0.6,-13,0.36,7,1.82,10,1.8,5,1.68,5,1.45,-2,1.1
True,False,7,1.63,10,1.61,8,1.56,5,1.41,4,1.29,-3,0.98,-7,0.73,-7,0.56,-7,0.56,-10,0.47
True,False,5,1.47,5,1.47,2,1.17,-2,1.01,-5,0.76,11,1.37,1,1.11,-4,0.91,-5,0.9,-8,0.67
True,False,5,1.84,7,1.8,7,1.76,7,1.62,1,1.36,0,0.91,-5,0.76,-8,0.56,-5,0.42,-10,0.23
False,True,-1,0.97,-2,0.9,-5,0.81,-4,0.81,-8,0.62,14,2.01,6,1.37,1,1.22,4,1.21,-5,0.88
True,False,7,1.37,3,1.33,3,1.15,-2,1.04,-4,0.92,2,1.36,3,1.15,-4,0.96,0,0.96,-8,0.68
False,True,2,1.28,-4,1.01,-3,0.94,-4,0.86,-5,0.63,10,1.75,4,1.18,1,1.15,-1,1.05,-1,0.95
False,True,0,1.09,2,1.01,-1,0.95,-8,0.66,-6,0.65,11,1.73,3,1.22,-1,1.17,2,1.04,-3,1.01
True,False,6,1.46,3,1.1,-6,1.0,-4,0.9,0,0.87,1,1.3,0,1.23,4,1.13,-1,0.92,-4,0.89
False,True,3,1.39,-2,1.16,-1,0.98,0,0.82,-9,0.68,10,1.43,3,1.3,0,1.04,-1,0.97,-3,0.93
False,True,3,1.21,3,1.14,-3,1.11,-1,1.04,-5,0.72,9,1.47,-2,1.02,2,0.98,-3,0.86,-5,0.84
False,True,3,1.36,7,1.32,-4,0.85,-4,0.84,-13,0.54,4,1.36,0,1.29,3,1.22,2,1.04,1,0.98
True,False,12,1.73,7,1.38,7,1.37,2,1.23,-1,1.22,-1,0.95,-4,0.79,-6,0.75,-8,0.63,-10,0.48
True,False,10,1.56,7,1.39,5,1.22,0,1.21,-4,1.03,1,1.18,-4,1.05,-5,0.91,-6,0.8,-10,0.7
True,False,9,1.4,6,1.27,-1,1.02,-2,0.94,-4,0.94,11,1.45,-2,1.05,-3,1.02,-3,0.94,-13,0.77
True,False,17,2.19,9,1.56,3,1.2,-5,0.83,-5,0.78,3,1.25,0,0.99,-6,0.78,-7,0.67,-10,0.49
True,False,6,1.28,3,1.18,2,1.18,0,1.08,-2,0.89,6,1.38,-4,1.02,0,0.93,-5,0.79,-8,0.72
True,False,8,1.55,6,1.35,2,1.31,2,1.21,2,1.06,1,1.26,4,1.21,-4,0.79,-12,0.69,-9,0.51
True,False,7,1.35,5,1.19,-3,1.17,-4,0.97,-1,0.93,3,1.13,-1,0.99,-3,0.97,-1,0.95,-3,0.9
True,False,10,1.7,7,1.49,3,1.27,4,1.17,-3,1.03,0,1.01,-2,0.89,-5,0.87,-4,0.75,-11,0.35
True,False,5,1.3,3,1.28,4,1.18,2,1.15,-9,0.67,2,1.25,2,1.14,-1,1.12,-3,1.02,-6,0.85
True,False,10,1.48,6,1.46,3,1.44,6,1.42,-3,1.03,2,1.27,-1,0.96,-8,0.61,-9,0.58,-8,0.54
False,True,1,1.1,-4,0.72,-7,0.66,-10,0.45,-13,0.37,10,1.97,8,1.54,7,1.4,2,1.24,5,1.22
False,True,3,1.24,-3,0.89,-7,0.76,-7,0.74,-6,0.59,7,1.63,7,1.4,7,1.26,0,1.17,-1,0.96
True,False,7,1.55,-1,1.15,4,1.1,0,0.9,-5,0.77,3,1.26,3,1.17,-3,0.99,-4,0.97,-4,0.86
False,True,2,1.33,-2,0.99,-4,0.8,-9,0.59,-9,0.45,11,1.84,8,1.7,6,1.55,3,1.23,-7,0.72
True,False,7,1.46,3,1.3,3,1.24,1,1.1,-1,0.79,6,1.45,-2,1.0,-4,0.87,-6,0.6,-8,0.59
True,False,10,1.77,8,1.47,4,1.47,11,1.42,-7,0.8,-2,1.01,-1,0.96,-2,0.9,-5,0.8,-5,0.76
True,False,11,1.61,8,1.45,5,1.31,1,1.23,-1,0.99,-1,1.01,-7,0.87,-6,0.84,-4,0.77,-7,0.65
False,True,9,1.51,-2,1.18,-2,0.93,-3,0.92,-3,0.84,2,1.19,1,1.09,1,1.08,1,1.05,-5,0.93
False,True,-1,1.1,2,1.07,-1,1.06,-13,0.66,-10,0.56,9,1.55,4,1.33,7,1.32,3,1.08,-2,0.99
False,True,6,1.27,-3,0.8,-7,0.68,-8,0.68,-9,0.65,11,1.78,6,1.57,5,1.32,4,1.31,-6,0.85
True,False,7,1.61,7,1.57,6,1.24,-2,0.86,-2,0.86,2,1.14,4,1.09,-8,0.71,-5,0.65,-9,0.55
False,True,-8,0.75,-5,0.53,-9,0.5,-11,0.39,-12,0.35,12,1.98,9,1.7,13,1.7,6,1.61,5,1.25
True,False,7,1.33,3,1.26,4,1.21,-1,1.08,-6,0.97,7,1.35,3,1.28,0,1.08,-7,0.68,-10,0.58
False,True,-1,0.88,-6,0.68,-4,0.65,-6,0.55,-12,0.24,15,1.92,5,1.8,6,1.43,1,1.2,1,1.04
False,True,5,1.43,1,1.19,-4,0.94,-12,0.56,-16,0.33,10,1.81,10,1.64,3,1.36,2,1.14,-2,0.98
False,True,6,1.3,-8,0.78,-6,0.75,-2,0.73,-12,0.6,10,1.86,6,1.54,3,1.16,-1,0.97,3,0.93
True,False,11,1.49,4,1.23,5,1.19,0,1.07,-5,1.02,4,1.39,-3,1.01,-6,0.84,-5,0.79,-8,0.62
False,True,-3,0.92,-7,0.7,-9,0.62,-9,0.43,-11,0.24,13,1.89,11,1.55,7,1.53,5,1.42,3,1.31
True,False,10,1.7,8,1.67,5,1.65,6,1.55,7,1.48,-6,0.69,-5,0.68,-8,0.62,-7,0.6,-11,0.28
False,True,5,1.35,5,1.21,-4,0.96,-3,0.94,-7,0.61,6,1.4,3,1.37,1,1.11,-2,0.96,-5,0.56
True,False,7,1.6,1,1.16,1,1.01,-3,0.86,-5,0.68,10,1.67,10,1.61,-4,0.79,-8,0.77,-9,0.59
True,False,13,2.3,9,1.69,3,1.47,7,1.38,-1,1.05,-1,1.13,-1,1.04,-5,0.7,-11,0.27,-13,0.19
False,True,6,1.39,1,1.16,-2,0.99,-2,0.97,-7,0.75,10,1.65,0,1.25,0,1.1,1,0.99,-7,0.84
True,False,10,1.46,9,1.42,1,1.04,-3,0.97,-12,0.65,5,1.36,7,1.29,-4,0.97,-4,0.89,-9,0.64
False,True,11,1.41,4,1.24,3,1.04,-13,0.69,-17,0.64,4,1.24,0,1.12,4,1.11,3,1.09,0,0.92
False,True,3,1.16,-2,1.01,-4,0.91,-4,0.9,-9,0.78,14,1.74,9,1.69,7,1.57,-4,0.86,-10,0.71
False,True,5,1.12,2,1.03,-9,0.76,-7,0.58,-13,0.53,14,2.0,6,1.42,5,1.21,2,1.11,-6,0.75
True,False,14,2.03,10,1.47,2,1.15,4,1.07,-1,0.96,-2,0.96,-4,0.83,-7,0.66,-7,0.62,-9,0.54
False,True,5,1.36,-4,0.93,-6,0.84,-7,0.78,-7,0.54,2,1.44,10,1.39,6,1.37,6,1.18,-5,0.94
False,True,-4,0.9,-3,0.88,-5,0.85,-6,0.63,-9,0.52,13,1.92,10,1.79,9,1.53,-1,0.9,-4,0.89
True,False,8,1.36,4,1.14,-4,1.04,-2,1.03,1,1.01,7,1.42,4,1.27,-1,0.91,-8,0.74,-10,0.56
True,False,3,1.35,2,1.15,-5,1.05,0,1.04,0,0.92,9,1.57,1,1.23,-4,1.0,2,0.95,-9,0.64
True,False,9,1.76,5,1.74,9,1.62,7,1.4,2,1.27,-3,0.99,-4,0.8,-4,0.65,-9,0.49,-12,0.32
True,False,9,1.55,6,1.41,4,1.34,2,1.28,6,1.14,-1,0.99,-5,0.79,-3,0.72,-9,0.64,-9,0.58
False,True,0,1.03,-3,0.75,-6,0.68,-6,0.64,-5,0.52,15,2.56,6,1.73,1,1.23,1,1.12,-3,0.92
True,False,13,2.1,14,1.64,11,1.5,3,1.11,-2,0.93,-3,0.86,-5,0.77,-10,0.77,-6,0.71,-15,0.21
True,False,5,1.77,8,1.37,8,1.33,0,1.15,-1,1.07,2,1.08,-6,0.78,-2,0.77,-6,0.64,-8,0.58
True,False,8,1.79,6,1.51,5,1.51,6,1.31,2,1.0,-2,0.9,-4,0.79,-8,0.6,-4,0.6,-11,0.48
True,False,8,1.51,10,1.49,0,1.13,1,1.05,-1,0.99,4,1.16,-6,0.97,-4,0.84,-6,0.82,-6,0.64
False,True,9,1.37,3,1.09,-4,1.07,-2,1.03,-8,0.75,3,1.16,2,1.08,2,1.06,-4,1.06,-3,0.91
False,True,5,1.31,3,1.27,8,1.23,-4,0.92,-6,0.74,1,1.08,4,1.06,-2,0.98,-6,0.86,-5,0.78
False,True,2,1.12,-4,1.08,-1,0.97,-7,0.75,-12,0.51,9,1.47,4,1.34,5,1.27,4,1.23,0,1.1
True,False,8,1.6,8,1.56,7,1.33,6,1.3,2,1.21,-3,0.9,-6,0.71,-5,0.64,-10,0.56,-10,0.38
True,False,10,1.64,5,1.43,2,1.23,4,1.2,-2,0.82,3,1.3,1,1.04,-7,0.79,-7,0.79,-10,0.58
False,True,-2,1.11,-7,0.73,-5,0.72,-7,0.6,-8,0.59,9,1.92,9,1.4,5,1.28,1,1.11,4,1.08
False,True,6,1.23,0,1.01,-5,0.75,-12,0.64,-7,0.57,6,1.63,4,1.44,8,1.42,5,1.19,-6,0.74
False,True,-5,0.89,0,0.88,-4,0.75,-6,0.49,-10,0.37,7,1.68,5,1.63,6,1.57,5,1.35,2,1.12
True,False,12,1.85,7,1.83,6,1.54,3,1.53,2,1.37,0,1.02,-1,1.01,-6,0.6,-10,0.32,-13,0.2
False,True,3,1.06,1,1.05,-5,0.92,-9,0.92,-6,0.9,14,1.28,6,1.26,9,1.2,0,1.05,-14,0.73
False,True,-3,1.17,0,1.14,0,1.01,-6,0.87,-5,0.86,11,1.55,6,1.37,0,1.13,-4,1.0,-3,0.97
True,False,15,1.88,6,1.51,0,1.11,-2,0.9,-4,0.86,6,1.55,4,1.19,-7,0.85,-6,0.78,-13,0.42
False,True,3,1.1,-3,0.96,-2,0.96,-6,0.77,-6,0.66,6,1.35,5,1.32,0,1.17,3,1.16,-5,0.71
True,False,2,1.31,7,1.31,4,1.16,-4,0.91,-4,0.82,1,1.12,1,1.08,0,1.04,-2,1.02,-5,0.78
True,False,8,1.86,5,1.58,3,1.3,3,1.16,3,1.13,0,0.88,-3,0.77,-5,0.75,-8,0.67,-6,0.49
True,False,3,1.36,2,1.29,4,1.24,2,1.16,0,1.07,3,1.2,-1,1.17,0,1.1,-5,0.82,-8,0.75
False,True,5,1.31,-1,1.04,-3,0.99,-5,0.78,-7,0.63,12,1.58,1,1.15,2,1.1,1,1.03,-6,0.76
True,False,10,1.57,5,1.31,5,1.06,-3,0.89,-2,0.88,9,1.4,1,1.05,-7,0.84,-10,0.73,-10,0.6
True,False,8,1.88,10,1.66,4,1.43,6,1.24,-6,0.71,2,1.13,-4,0.82,-5,0.78,-6,0.72,-9,0.48
True,False,8,1.48,7,1.34,3,1.32,4,1.27,0,0.97,0,1.2,-1,1.01,-4,0.91,-6,0.72,-12,0.58
False,True,3,1.13,1,1.07,-4,0.95,-11,0.55,-12,0.48,12,1.56,4,1.29,4,1.17,3,1.12,-3,0.98
True,False,13,2.05,3,1.43,7,1.43,2,0.98,-5,0.91,4,1.22,2,1.11,-8,0.51,-9,0.42,-10,0.39
True,False,18,2.36,8,1.42,1,1.24,2,1.19,2,1.1,1,1.09,-4,0.87,-10,0.76,-7,0.56,-12,0.5
True,False,13,1.44,5,1.38,2,1.19,1,1.12,-4,1.09,1,1.16,1,1.08,-1,0.99,-5,0.95,-14,0.54
True,False,7,1.78,9,1.67,11,1.66,5,1.34,3,1.18,1,1.07,-8,0.58,-11,0.47,-10,0.45,-9,0.42
True,False,6,1.36,4,1.35,4,1.25,1,1.15,-2,0.98,1,1.13,2,1.07,-2,0.92,-7,0.67,-7,0.67
True,False,5,1.63,7,1.4,2,1.29,6,1.19,-7,0.74,1,1.13,1,1.02,-3,0.82,-6,0.8,-6,0.8
True,False,3,1.23,1,1.09,4,1.01,-5,0.99,-7,0.87,10,1.41,2,1.11,-1,0.98,-5,0.9,-2,0.88
False,True,7,1.48,2,1.12,-3,0.98,-7,0.82,-8,0.68,12,1.58,8,1.47,-1,0.97,-4,0.89,-6,0.78
True,False,12,1.79,11,1.72,7,1.58,1,1.33,1,1.29,-3,0.88,-5,0.63,-6,0.47,-9,0.35,-10,0.3
False,True,-1,1.09,2,1.02,-5,0.84,-4,0.68,-13,0.56,9,1.62,7,1.42,2,1.26,2,1.18,0,1.11
True,False,4,1.36,5,1.27,0,1.22,-1,1.04,-1,0.98,5,1.35,-4,0.99,-2,0.98,-3,0.9,-3,0.85
True,False,5,1.44,1,1.35,3,1.18,0,1.01,-8,0.58,6,1.34,2,1.3,-3,1.03,-3,0.95,-5,0.74
False,True,6,1.33,-1,1.03,-4,0.86,-9,0.76,-15,0.39,9,1.6,6,1.29,8,1.28,0,1.2,-1,0.95
True,False,10,1.58,2,1.24,0,1.12,-1,0.97,-4,0.87,-1,1.04,1,1.02,0,1.01,-5,0.9,-2,0.9
True,False,11,1.66,7,1.6,0,1.02,-5,0.82,-9,0.6,4,1.15,2,1.1,-2,1.06,-3,1.01,-6,0.85
True,False,11,1.59,3,1.15,1,1.12,0,1.05,-8,0.78,6,1.28,0,1.0,-3,0.86,-3,0.83,-9,0.68
True,False,14,1.98,12,1.88,7,1.52,6,1.36,3,1.3,-6,0.64,-7,0.62,-8,0.5,-11,0.49,-10,0.4
True,False,8,1.72,6,1.69,6,1.65,6,1.46,5,1.39,-2,0.94,-3,0.65,-8,0.62,-9,0.48,-9,0.4
True,False,13,1.79,3,1.22,-1,1.13,-1,1.04,-2,0.97,-1,0.98,-1,0.96,-1,0.89,-5,0.8,-4,0.76
True,False,3,1.45,9,1.42,6,1.27,-2,1.05,-1,1.05,3,1.17,-1,1.04,-3,0.84,-8,0.75,-7,0.62
True,False,12,1.63,1,1.19,3,1.17,-10,0.81,-9,0.69,10,1.57,11,1.55,-6,1.11,-7,0.74,-6,0.65
True,False,12,1.66,2,1.2,-1,1.05,0,0.97,-5,0.82,8,1.33,-1,1.18,-4,0.96,-5,0.78,-6,0.75
True,False,12,1.84,5,1.62,7,1.51,3,1.49,1,1.07,-1,0.83,-4,0.82,-8,0.47,-9,0.43,-9,0.39
False,True,-3,0.9,-8,0.56,-8,0.53,-9,0.52,-7,0.47,10,1.87,11,1.8,7,1.68,6,1.28,1,1.08
True,False,-1,1.17,4,1.13,2,1.13,-1,1.03,-1,0.94,8,1.39,2,1.21,-1,1.1,-1,0.87,-11,0.55
False,True,0,1.05,-3,0.91,-3,0.85,-9,0.63,-7,0.6,9,1.59,7,1.52,2,1.33,-2,1.17,5,1.15
True,False,6,1.3,-1,1.22,2,1.14,2,1.04,2,0.99,6,1.34,5,1.16,-8,0.76,-8,0.64,-8,0.61
True,False,9,1.37,3,1.28,2,1.21,3,1.15,-4,0.86,6,1.33,0,0.99,-6,0.78,-5,0.77,-9,0.7
False,True,2,1.29,8,1.25,-3,0.94,-4,0.78,-8,0.74,5,1.32,-1,1.3,3,1.23,2,1.15,-4,0.89
True,False,7,1.25,-1,1.21,0,1.18,0,0.98,-9,0.8,11,1.51,2,1.26,0,0.99,-8,0.83,-8,0.75
False,True,7,1.59,0,1.21,-2,0.95,-2,0.87,-5,0.84,8,1.6,7,1.52,2,1.02,-9,0.74,-8,0.51
True,False,9,1.71,6,1.41,1,1.22,1,1.14,2,1.13,3,1.23,1,1.02,-7,0.76,-8,0.68,-10,0.43
True,False,14,1.75,5,1.28,-3,0.92,-6,0.86,-8,0.74,2,1.22,1,1.07,0,1.0,0,0.92,-7,0.8
True,False,9,1.41,1,1.24,3,1.2,0,1.02,-11,0.5,7,1.45,4,1.31,3,1.29,-3,0.8,-13,0.6
True,False,4,1.45,3,1.28,3,1.13,-1,1.01,0,1.01,3,1.48,0,1.06,-5,0.9,-2,0.81,-5,0.8
False,True,-6,0.78,-2,0.71,-7,0.63,-7,0.45,-7,0.45,14,2.07,7,1.51,7,1.51,2,1.3,-1,1.14
