eventId,teamOneName,teamTwoName,teamOneScore,teamTwoScore,teamOneWon,teamTwoWon,matchLink
7261,MIBR,NRG,2,0,True,False,/matches/2370195/mibr-vs-nrg-pgl-cs2-major-copenhagen-2024-americas-rmr
7261,BESTIA,Wildcard,0,2,False,True,/matches/2370196/bestia-vs-wildcard-pgl-cs2-major-copenhagen-2024-americas-rmr
7261,FURIA,Liquid,13,10,True,False,/matches/2370193/furia-vs-liquid-pgl-cs2-major-copenhagen-2024-americas-rmr
7261,M80,Imperial,3,13,True,False,/matches/2370194/m80-vs-imperial-pgl-cs2-major-copenhagen-2024-americas-rmr
7261,paiN,RED Canids,13,10,True,False,/matches/2370192/pain-vs-red-canids-pgl-cs2-major-copenhagen-2024-americas-rmr
7261,Complexity,BOSS,13,10,True,False,/matches/2370191/complexity-vs-boss-pgl-cs2-major-copenhagen-2024-americas-rmr
7261,BESTIA,Liquid,11,13,False,True,/matches/2370189/bestia-vs-liquid-pgl-cs2-major-copenhagen-2024-americas-rmr
7261,Imperial,NRG,13,2,False,True,/matches/2370190/imperial-vs-nrg-pgl-cs2-major-copenhagen-2024-americas-rmr
7261,paiN,Legacy,13,2,False,True,/matches/2370187/pain-vs-legacy-pgl-cs2-major-copenhagen-2024-americas-rmr
7261,RED Canids,Wildcard,13,1,True,False,/matches/2370188/red-canids-vs-wildcard-pgl-cs2-major-copenhagen-2024-americas-rmr
7261,MIBR,BOSS,9,13,True,False,/matches/2370185/mibr-vs-boss-pgl-cs2-major-copenhagen-2024-americas-rmr
7261,M80,ODDIK,13,10,True,False,/matches/2370186/m80-vs-oddik-pgl-cs2-major-copenhagen-2024-americas-rmr
7261,FURIA,Nouns,13,9,False,True,/matches/2370183/furia-vs-nouns-pgl-cs2-major-copenhagen-2024-americas-rmr
7261,Complexity,Elevate,13,6,False,True,/matches/2370184/complexity-vs-elevate-pgl-cs2-major-copenhagen-2024-americas-rmr
7260,Lynn Vision,Grayhound,2,1,True,False,/matches/2370121/lynn-vision-vs-grayhound-pgl-cs2-major-copenhagen-2024-asia-rmr
7260,ATOX,Grayhound,1,2,False,True,/matches/2370120/atox-vs-grayhound-pgl-cs2-major-copenhagen-2024-asia-rmr
7260,TheMongolz,Lynn Vision,2,0,True,False,/matches/2370119/themongolz-vs-lynn-vision-pgl-cs2-major-copenhagen-2024-asia-rmr
7260,Grayhound,JiJieHao,2,0,True,False,/matches/2370118/grayhound-vs-jijiehao-pgl-cs2-major-copenhagen-2024-asia-rmr
7260,TYLOO,ATOX,1,2,False,True,/matches/2370117/tyloo-vs-atox-pgl-cs2-major-copenhagen-2024-asia-rmr
7260,Twisted Minds,JiJieHao,0,2,False,True,/matches/2370116/twisted-minds-vs-jijiehao-pgl-cs2-major-copenhagen-2024-asia-rmr
7260,MAG,ATOX,0,2,False,True,/matches/2370115/mag-vs-atox-pgl-cs2-major-copenhagen-2024-asia-rmr
7260,Lynn Vision,TYLOO,13,6,False,True,/matches/2370114/lynn-vision-vs-tyloo-pgl-cs2-major-copenhagen-2024-asia-rmr
7260,TheMongolz,Grayhound,13,4,False,True,/matches/2370113/themongolz-vs-grayhound-pgl-cs2-major-copenhagen-2024-asia-rmr
7260,TYLOO,JiJieHao,13,11,True,False,/matches/2370112/tyloo-vs-jijiehao-pgl-cs2-major-copenhagen-2024-asia-rmr
7260,Lynn Vision,Twisted Minds,13,7,False,True,/matches/2370111/lynn-vision-vs-twisted-minds-pgl-cs2-major-copenhagen-2024-asia-rmr
7260,Grayhound,ATOX,13,4,False,True,/matches/2370110/grayhound-vs-atox-pgl-cs2-major-copenhagen-2024-asia-rmr
7260,TheMongolz,MAG,13,4,False,True,/matches/2370109/themongolz-vs-mag-pgl-cs2-major-copenhagen-2024-asia-rmr
7259,Eternal Fire,BetBoom,2,0,True,False,/matches/2369752/eternal-fire-vs-betboom-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,fnatic,SAW,0,2,False,True,/matches/2369751/fnatic-vs-saw-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,9 Pandas,AMKAL,1,2,False,True,/matches/2369750/9-pandas-vs-amkal-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,Natus Vincere,BetBoom,2,1,True,False,/matches/2369748/natus-vincere-vs-betboom-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,Enterprise,SAW,0,2,False,True,/matches/2369749/enterprise-vs-saw-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,9 Pandas,3DMAX,2,1,True,False,/matches/2369747/9-pandas-vs-3dmax-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,FaZe,Eternal Fire,2,0,True,False,/matches/2369746/faze-vs-eternal-fire-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,AMKAL,Falcons,2,1,True,False,/matches/2369745/amkal-vs-falcons-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,fnatic,KOI,0,2,False,True,/matches/2369744/fnatic-vs-koi-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,Into the Breach,3DMAX,1,2,False,True,/matches/2369743/into-the-breach-vs-3dmax-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,Virtus.pro,Natus Vincere,2,0,True,False,/matches/2369742/virtuspro-vs-natus-vincere-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,SAW,Ninjas in Pyjamas,2,0,True,False,/matches/2369741/saw-vs-ninjas-in-pyjamas-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,FaZe,G2,0,2,False,True,/matches/2369740/faze-vs-g2-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,Enterprise,BetBoom,10,13,False,True,/matches/2369739/enterprise-vs-betboom-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,fnatic,AMKAL,13,11,True,False,/matches/2369738/fnatic-vs-amkal-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,9 Pandas,KOI,11,13,False,True,/matches/2369737/9-pandas-vs-koi-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,Eternal Fire,Falcons,13,5,False,True,/matches/2369736/eternal-fire-vs-falcons-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,Natus Vincere,Enterprise,13,6,False,True,/matches/2369734/natus-vincere-vs-enterprise-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,Virtus.pro,fnatic,13,3,False,True,/matches/2369733/virtuspro-vs-fnatic-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,G2,Eternal Fire,16,13,True,False,/matches/2369735/g2-vs-eternal-fire-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,3DMAX,KOI,8,13,True,False,/matches/2369731/3dmax-vs-koi-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,FaZe,Falcons,13,7,False,True,/matches/2369732/faze-vs-falcons-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,Ninjas in Pyjamas,AMKAL,20,22,False,True,/matches/2369728/ninjas-in-pyjamas-vs-amkal-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,BetBoom,Into the Breach,13,1,True,False,/matches/2369730/betboom-vs-into-the-breach-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,SAW,9 Pandas,1,13,False,True,/matches/2369729/saw-vs-9-pandas-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,3DMAX,Falcons,8,13,True,False,/matches/2369727/3dmax-vs-falcons-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,BetBoom,fnatic,6,13,True,False,/matches/2369726/betboom-vs-fnatic-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,AMKAL,Enterprise,9,13,True,False,/matches/2369725/amkal-vs-enterprise-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,Eternal Fire,Ninjas in Pyjamas,13,11,True,False,/matches/2369724/eternal-fire-vs-ninjas-in-pyjamas-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,Natus Vincere,KOI,13,8,False,True,/matches/2369722/natus-vincere-vs-koi-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,G2,Into the Breach,13,3,False,True,/matches/2369723/g2-vs-into-the-breach-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,Virtus.pro,SAW,13,6,False,True,/matches/2369721/virtuspro-vs-saw-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7259,FaZe,9 Pandas,13,6,False,True,/matches/2369720/faze-vs-9-pandas-pgl-cs2-major-copenhagen-2024-europe-rmr-a
7258,SAW,FURIA,0,2,False,True,/matches/2370627/saw-vs-furia-pgl-cs2-major-copenhagen-2024-opening-stage
7258,Imperial,GamerLegion,2,1,True,False,/matches/2370626/imperial-vs-gamerlegion-pgl-cs2-major-copenhagen-2024-opening-stage
7258,Legacy,TheMongolz,0,2,False,True,/matches/2370625/legacy-vs-themongolz-pgl-cs2-major-copenhagen-2024-opening-stage
7258,ECSTATIC,Imperial,2,1,True,False,/matches/2370623/ecstatic-vs-imperial-pgl-cs2-major-copenhagen-2024-opening-stage
7258,ENCE,FURIA,0,2,False,True,/matches/2370624/ence-vs-furia-pgl-cs2-major-copenhagen-2024-opening-stage
7258,SAW,paiN,0,2,False,True,/matches/2370621/saw-vs-pain-pgl-cs2-major-copenhagen-2024-opening-stage
7258,Legacy,Apeks,2,0,True,False,/matches/2370622/legacy-vs-apeks-pgl-cs2-major-copenhagen-2024-opening-stage
7258,Eternal Fire,GamerLegion,2,1,True,False,/matches/2370619/eternal-fire-vs-gamerlegion-pgl-cs2-major-copenhagen-2024-opening-stage
7258,Lynn Vision,TheMongolz,0,2,False,True,/matches/2370620/lynn-vision-vs-themongolz-pgl-cs2-major-copenhagen-2024-opening-stage
7258,KOI,FURIA,0,2,False,True,/matches/2370618/koi-vs-furia-pgl-cs2-major-copenhagen-2024-opening-stage
7258,Cloud9,SAW,2,0,True,False,/matches/2370617/cloud9-vs-saw-pgl-cs2-major-copenhagen-2024-opening-stage
7258,TheMongolz,AMKAL,2,1,True,False,/matches/2370616/themongolz-vs-amkal-pgl-cs2-major-copenhagen-2024-opening-stage
7258,HEROIC,Eternal Fire,2,0,True,False,/matches/2370615/heroic-vs-eternal-fire-pgl-cs2-major-copenhagen-2024-opening-stage
7258,ECSTATIC,Lynn Vision,13,8,False,True,/matches/2370614/ecstatic-vs-lynn-vision-pgl-cs2-major-copenhagen-2024-opening-stage
7258,GamerLegion,Legacy,13,4,False,True,/matches/2370613/gamerlegion-vs-legacy-pgl-cs2-major-copenhagen-2024-opening-stage
7258,Imperial,Apeks,13,7,False,True,/matches/2370611/imperial-vs-apeks-pgl-cs2-major-copenhagen-2024-opening-stage
7258,paiN,ENCE,13,3,False,True,/matches/2370612/pain-vs-ence-pgl-cs2-major-copenhagen-2024-opening-stage
7258,FURIA,Lynn Vision,9,13,True,False,/matches/2370610/furia-vs-lynn-vision-pgl-cs2-major-copenhagen-2024-opening-stage
7258,GamerLegion,SAW,9,13,True,False,/matches/2370609/gamerlegion-vs-saw-pgl-cs2-major-copenhagen-2024-opening-stage
7258,ENCE,KOI,16,12,True,False,/matches/2370608/ence-vs-koi-pgl-cs2-major-copenhagen-2024-opening-stage
7258,Cloud9,Legacy,13,10,True,False,/matches/2370607/cloud9-vs-legacy-pgl-cs2-major-copenhagen-2024-opening-stage
7258,Apeks,AMKAL,16,13,True,False,/matches/2370606/apeks-vs-amkal-pgl-cs2-major-copenhagen-2024-opening-stage
7258,HEROIC,Imperial,16,14,True,False,/matches/2370605/heroic-vs-imperial-pgl-cs2-major-copenhagen-2024-opening-stage
7258,ECSTATIC,TheMongolz,13,10,True,False,/matches/2370604/ecstatic-vs-themongolz-pgl-cs2-major-copenhagen-2024-opening-stage
7258,Eternal Fire,paiN,13,2,False,True,/matches/2370603/eternal-fire-vs-pain-pgl-cs2-major-copenhagen-2024-opening-stage
7258,FURIA,Legacy,13,16,False,True,/matches/2370601/furia-vs-legacy-pgl-cs2-major-copenhagen-2024-opening-stage
7258,GamerLegion,AMKAL,13,8,False,True,/matches/2370599/gamerlegion-vs-amkal-pgl-cs2-major-copenhagen-2024-opening-stage
7258,SAW,KOI,13,4,False,True,/matches/2370602/saw-vs-koi-pgl-cs2-major-copenhagen-2024-opening-stage
7258,ENCE,Imperial,19,22,False,True,/matches/2370597/ence-vs-imperial-pgl-cs2-major-copenhagen-2024-opening-stage
