playerId,playerName
22366,Nicollas 'nicks' Polonio de Oliveira
12521,Andrei 'arT' Piovezan
14394,Matheus 'Tuurtle' Anhaia
14390,Adriano 'WOOD7' Cerato
20897,João 'matios' Guedes
17181,João 'naitte' Maia
16771,John 'lineko' Lineck
20558,Victor 'gafolo' Andrade
21921,Daniel 'rdnzao' Monteiro
22911,Danilo 'doc' Barros
23461,Pedro 'pepe' Almeida
21170,João 'koala' Pfeffer
17132,Leonardo 'Leomonster' Enrique
19973,Guilherme 'roz' Pureza
21100,Vinicius 'zede' Reis
17133,Emerson 'desh' Enrique
18549,Eduardo 'laser' Chshekin
9221,Roberto 'reversive' Themtham
17997,Nicolás 'lenci' Lencinas
21169,Sebastian 'righi' Righi
20268,Joaquin 'atarax1a' Biglieri
22421,Rafael 'rainny' Silva
17216,Marcello 'MaLLby' Czarneski
20939,Allan 'history' Lawrenz
11329,Leonardo 'leo_drk' Oliveira
22109,Vinicius 'vinaabEAST' Santos
18322,Gianfranco 'KAISER' Pantano
9220,Gustavo 'SHOOWTiME' Gonçalves
21038,Thiago 'reix' Alves
13287,Pedro 'bnc' Mendes
18714,Guilherme 'piriajr' Barbosa
22779,Joao 'jz' Lourenço
22964,Vitor 'stormzyn' Ferreira
22082,Marcos 'fokiu' Paulo
18894,Henrique 't9rnay' Menacho
20029,Cauã 'card' Cardoso
21155,Nazareno 'naz' Romero
14737,Ignacio 'meyern' Meyer
20394,Luciano 'luchov' Herrera
2161,Nicolás 'Noktse' Dávila
22570,Tomas 'tomaszin' Corna
20097,Deyvid 'h4rn' Benchev
20363,Joel 'joel' Holmlund
15369,Hristiyan 'REDSTAR' Pironkov
13018,Thomas 'Thomas' Utting
21139,Luca 'pr1metapz' Voigt
20870,Henrich 'sl3nd' Hevesi
20926,Andreas 'aNdu' Maasing
2553,Janusz 'Snax' Pogorzelski
20358,Sebastian 'volt' Maloș
20994,Timur 'FL4MUS' Marev
18070,Patryk 'Demho' Tomaszewski
20958,Wojciech 'bajmi' Strzelczyk
15940,Kamil 'Sobol' Sobolewski
20018,Sebastian 'fr3nd' Kuśmierz
20960,Mateusz 'ex1st' Witman
22106,Oscar 'AZUWU' Bell
7996,Joey 'CRUC1AL' Steusel
22702,Jan 'cej0t' Dyl
8983,Max 'MiGHTYMAX' Heath
9019,Kia 'Surreal' Man
19815,Martin 'Dytor' Handl
9911,Rasmus 'kreaz' Johansson
19594,Vít 'nbqq' Pohlot
12945,Raul 'Blytz' Gligor
19069,David 'forsyy' Bílý
14176,Kévin 'misutaaa' Rabier
10981,Mateusz 'mantuu' Wilczewski
2898,Rasmus 'raalz' Steensborg
10610,Ismail 'refrezh' Ali
19817,Alexandru 's0und' Ștefan
22011,Adrian 'kadziu' Lis
20637,Maciej 'b1elany' Biliński
21763,Roland 'ultimate' Tomkowiak
8327,Damian 'Furlan' Kislowski
11891,Tomasz 'phr' Wójcik
3849,Jesper 'JW' Wecksell
16029,Ludvig 'HEAP' Alonso
15949,Peppe 'Peppzor' Borak
3055,Robin 'flusha' Rönnquist
11110,Maikil 'Golden' Selim
22279,Oldřich 'PR' Nový
22695,William 'sirah' Kjærsgaard
22904,Denys 'Burmylov' Buraga
21972,Ryan 'Neityu' Aubry
21983,Christoffer 'Chr1zN' Storgaard
13077,Patrick 'Patti' Larsen
21379,Jason 'salazar' Salazar
20300,Tobias 'kraghen' Kragh Jensen
8891,Magnus 'Nodios' Olsen
13749,Jonas 'Queenix' Dideriksen
18456,Stanislav 'fostar' Ostashevskiy
9616,François 'AMANEK' Delaunay
15385,Kalin 'KalubeR' Erenditsov
9798,Dawid 'lunAtic' Cieślak
20413,Łukasz 'mwlky' Pachucki
17116,Cosmin 'ragga' Teodorescu
9626,Adrian 'XELLOW' Guță
1206,Cătălin-Ionuț 'BTN' Stănescu
15573,Daniel-Cătălin 'Ciocardau' Purice
21213,Ersin 'ERSIN' Chiriac
11954,Dion 'FASHR' Derksen
20941,Christian 'Buzz' Andersen
20123,Iulian 'regali' Harjău
20110,Max 'Marix' Kugener
5796,Tizian 'tiziaN' Feldbusch
3820,Tobias 'TOBIZ' Theo
21783,Adin 'brutmonster' Husić
21784,Saša 'simke' Simić
5351,Filip 'aVN' Belojica
8311,Nemanja 'nEMANHA' Đukić
21302,Andrej 'Cjoffo' Šarac
14494,Paytyn 'junior' Johnson
17918,Carson 'nosraC' O'Reilly
7805,William 'RUSH' Wierzba
20333,Jeorge 'Jeorge'  Endicott
9571,Christopher 'cJ dA K1nG' Jones
22965,Guilherme 'saadzin' Pacheco
15698,Eduardo 'dumau' Wolkmer
17585,Bruno 'b4rtiN' Câmara
19045,Bruno 'latto' Rebelatto
9482,Gabriel 'NEKIZ' Schenato
20692,Deni 'dea' Ediev
19710,Derek 'dare' Brown
19709,Shane 'shane' Dressler
22135,Jaxon 'Peeping' Cornwell
19711,Wyatt 'snav' Phillippi
8507,Peter 'stanislaw' Jarguz
21665,Josh 'JBa' Barutt
19128,Keller 'SLIGHT' Nilan
13230,Ian 'motm' Hardy
8711,Aran 'Sonic' Groesbeek
21128,Saad 'Pluto' Siraj
15176,Matthew 'Cryptic' Whitmore
20564,Matthew 'd4rty' Paplawskas
18706,Adam 'freshie' Paterson
16478,Khizar 'Momo' Rehman
8503,Erik 'fl0m' Flom
7808,Ryan 'freakazoid' Abadir
15007,Austin 'Cooper' Abadir
16163,Nicholas 'hate' Young
22022,Cooper 'Trucklover86' Phelps
21820,Ochirbileg 'obi' Shinebaatar
23458,Andrey 'Laxiee' Maks
14744,Stanley 'calamity' Chiu
21705,Bishrel 'N20AmZ' Tamir
22918,Yizhi 'kralz ' Zhou
20400,Darius 'PNDLM' Bandali
11535,Nelvin 'nooz' Gonzalez
21120,Jason 'jason' Garcia
14799,Brett 'brett' Rhein
21741,Diego 'sacrifice' Camacho
20389,Andrew 'Drew' Warkentin
23711,Taggert 'taggy' Baker
22298,Max 'alula' Schreier
22589,Halen 'Halen' Lang
23109,Wyatt 'Weeza' Sahrmann
22267,John 'mds' Marin
18830,Kevin 'Grave' Le
17438,Cory 'shutout' Frymark
20629,Collin 'CoJoMo' Moren
20234,Gabriel 'Gabe' Shah
19079,Gavin 'Fruitcupx' Norman
23902,Colton 'FxRE' Thrasher
23831,Shawn 'JoSoo' Noah Kim
22794,Evindar 'Drop' Isik
23410,Connor 'CoolComs' Barnes
22069,Adam 'Grizz' Golden
21555,Kevin 'cypress' Quib
24048,Dylan 'slump' N.
22654,Jose 'raw1' M.
24193,Prs
24050,Christian 'mcniff' McNiff
21620,Nick 'nicx' Lee
20431,Deniz 'Experative' Mutlum
22967,Bogdan 'ogwizard' Savula
22300,Luka 'based' S.
23695,Quinn 'Nyyx' Knott
18090,Jack 'micro' Ryan
17930,Jerric 'wiz' Jiang
22921,Mason 'Lake' Sanderson
20934,Andrew 'Tender' Cote
21669,Sebastian 'Seb' Dietrich
10840,Alef 'tatazin' Pereira
23094,Renan 'RenanZin' Henrique
10557,Paulo 'land1n' Felipe
16831,William 'w1' Almasan
10838,Matheus 'mawth' Gonçalves
19707,Brennan 'grape' Greer
21455,Liam 'xCAPE' Redmond
15052,Keanu 'Danejoris' Reyes
20787,Nikolaos 'PoseidoNN' Antoniou
20390,Muhammad 'Mellow' Ali
20202,Johnny 'JDubs' Wu
23199,Mason 'mason' Watkins
20573,Andrew 'Andrew' Burrell
22552,Justin 'Sandman' Saulle
17799,Stephen 'SGM' Mechan
17510,David 'J0LZ' Jolin
17658,Gabriel 'TENSKEE' Rodrigue
17470,Cedric 'Melio' Perrault
20098,Brandon 'YuZ' Cyr
21189,Gabriel 'Gabie' Cordeiro
5021,Braxton 'swag' Pierce
203,Jordan 'n0thing' Gilbert
21091,Marco 'Pol0' Hernandez
7253,Joshua 'steel' Nissan
7440,Tyler 'Skadoodle' Latham
21980,Illya 'supa' Filanchuk
24045,Nazar 'H0NeST' Stefinko
24192,Vova 'bezymecc'  Slobodian
23223,Mark 'Termina' Nocturnal
23162,Kuanysh 'stanf1x' Zhasbulatov
21057,Sebastian 'Florence' Ogarev
23694,Alex 'tmk' Post
21743,Evan 'Fugi' Healy
20273,Andrew 'CAJUN' Guidroz
20572,Kamron 'kmrn' Manii
20784,Sam 'sam' Donaldson
20510,Joey 'hyza' Cornelius
21453,Kameron 'K4mr0' Bouma
19049,Anton 'Mak' Karpunin
24191,Eduard 'nico1ajus' Kuchynskyi
23727,Zekang 'akbeast' Li
23728,Ze 'Tar1us' Huang
