id,name,rating
922,Marco 'Snappi' Pfeiffer,1.01
14148,Rasmus 'sjuush' Beck,0.78
7322,Dan 'apEX' Madesclaire,1.25
20941,Christian 'Buzz' Andersen,1.08
11777,Pavle 'Maden' Bošković,1.09
8528,Abay 'HObbit' Khassenov,1.09
7322,Dan 'apEX' Madesclaire,1.1
10394,Russel 'Twistzz' Van Dulken,0.66
20312,Dorian 'xertioN' Berman,0.99
18462,William 'mezii' Merriman,1.34
16947,Ilya 'Perfecto' Zalutskiy,1.23
14759,Mihai 'iM' Ivan,1.08
10096,Rasmus 'HooXi' Nielsen,1.64
9896,Johannes 'b0RUP' Borup,1.41
18850,Jimi 'Jimpphat' Salo,0.54
11940,Sanzhar 'neaLaN' Iskhakov,0.92
16717,Alexander 'br0' Bro,0.97
10394,Russel 'Twistzz' Van Dulken,0.97
14419,Fredrik 'roeJ' Jørgensen,0.98
16920,Dmitry 'sh1ro' Sokolov,1.13
11893,Mathieu 'ZywOo' Herbaut,1.36
12018,René 'TeSeS' Madsen,1.05
18987,Valeriy 'b1t' Vakhovskiy,0.95
3741,Nikola 'NiKo' Kovač,1.13
19164,Álvaro 'SunPayus' García,0.61
16947,Ilya 'Perfecto' Zalutskiy,1.04
17937,Isak 'isak' Fahlén,0.77
20127,Ihor 'w0nderful' Zhdanov,1.44
9031,Valdemar 'valde' Bjørn Vangså,1.07
12553,Yuri 'yuurih' Santos,1.04
11954,Dion 'FASHR' Derksen,1.17
9136,Vincent 'Brehze' Cayonte,1.11
21263,Patryk 'olimp' Woźniak,1.01
9102,Simon 'Sico' Williams,0.94
20194,Garidmagnai 'bLitz' Byambasuren,1.25
19750,André 'drop' Abreu,0.97
16921,Vladislav 'nafany' Gorshkov,1.18
18506,Pavel 's1ren' Ogloblin,0.88
19899,Karim 'Krimbo' Moussa,1.31
12521,Andrei 'arT' Piovezan,1.45
10610,Ismail 'refrezh' Ali,0.86
7528,Freddy 'KRIMZ' Johansson,1.41
20987,Breno 'brnz4n' Poletto,1.07
20127,Ihor 'w0nderful' Zhdanov,1.38
11777,Pavle 'Maden' Bošković,1.24
8528,Abay 'HObbit' Khassenov,1.43
12018,René 'TeSeS' Madsen,0.94
4679,Justin 'jks' Savage,1.24
7964,Casper 'cadiaN' Møller,1.18
8520,Keith 'NAF' Markovic,1.03
8918,Denis 'electroNic' Sharipov,1.1
19920,Aleksandr 'KaiR0N-' Anashkin,1.15
3741,Nikola 'NiKo' Kovač,1.13
8183,Håvard 'rain' Nygaard,1.13
7964,Casper 'cadiaN' Møller,1.43
14419,Fredrik 'roeJ' Jørgensen,1.06
15821,Adam 'NEOFRAG' Zouhar,0.78
19673,Robert 'Patsi' Isyanov,1.06
8183,Håvard 'rain' Nygaard,1.22
13578,Michael 'Grim' Wince,0.99
7398,Peter 'dupreeh' Rasmussen,1.15
19592,Daniil 'headtr1ck' Valitov,1.37
17956,Jakob 'jabbi' Nygaard,1.19
16920,Dmitry 'sh1ro' Sokolov,1.14
8918,Denis 'electroNic' Sharipov,1.39
12781,Nils 'k1to' Gruhne,1.06
19230,Ilya 'm0NESY' Osipov,1.1
20101,Petr 'fame' Bolyshev,1.2
14148,Rasmus 'sjuush' Beck,1.11
16693,Shahar 'flameZ' Shushan,0.86
8738,Jonathan 'EliGE' Jablonowski,1.29
7398,Peter 'dupreeh' Rasmussen,1.14
11816,Robin 'ropz' Kool,1.24
8528,Abay 'HObbit' Khassenov,0.9
3972,Nemanja 'huNter-' Kovač,1.13
17384,Declan 'Vexite' Portelli,0.94
16885,Volodymyr 'Woro2k' Veletniuk,1.0
17011,Aleksandr 'shalfey' Marenov,0.81
11140,Joshua 'INS' Potter,0.68
19677,Damjan 'kyxsan' Stoilkovski,1.02
11816,Robin 'ropz' Kool,0.89
12713,Ricky 'floppy' Kemery,0.79
16820,Kamil 'siuhy' Szkaradek,1.2
18689,Tuvshintugs 'Annihilation' Nyamdorj,0.88
18717,Lucas 'Lucaozy' Neves,1.05
14759,Mihai 'iM' Ivan,1.18
16080,Paweł 'dycha' Dycha,0.8
19206,Justinas 'jL' Lekavicius,0.91
13666,Ludvig 'Brollan' Brolin,1.11
20709,Evgeny 'r3salt' Frolov,1.46
9102,Simon 'Sico' Williams,1.08
17372,Justin 'FaNg' Coakley,0.8
18072,Ádám 'torzsi' Torzsás,1.01
17011,Aleksandr 'shalfey' Marenov,0.93
15117,Nicolas 'Keoz' Dgus,0.88
9219,João 'felps' Vasconcellos,0.86
9436,Guy 'NertZ' Iluz,1.12
13670,Tim 'nawwk' Jonasson,1.82
10394,Russel 'Twistzz' Van Dulken,1.08
17372,Justin 'FaNg' Coakley,0.77
10264,Nikolaj 'niko' Kristensen,0.6
9078,Kristian 'k0nfig' Wienecke,1.25
8248,Joakim 'jkaem' Myrbostad,1.16
12027,Vladislav 'Krad' Kravchenko,0.99
10330,Frederik 'acoR' Gyldstrand,0.99
4679,Justin 'jks' Savage,1.3
16885,Volodymyr 'Woro2k' Veletniuk,0.97
16817,Wesley 'hardzao' Lopes,1.61
10330,Frederik 'acoR' Gyldstrand,0.74
11893,Mathieu 'ZywOo' Herbaut,1.29
7964,Casper 'cadiaN' Møller,1.1
8520,Keith 'NAF' Markovic,0.92
20282,Szymon 'kRaSnaL' Mrozek,0.97
7322,Dan 'apEX' Madesclaire,1.09
17956,Jakob 'jabbi' Nygaard,1.17
6904,Martin 'STYKO' Styk,1.07
11954,Dion 'FASHR' Derksen,1.25
429,Finn 'karrigan' Andersen,1.13
13670,Tim 'nawwk' Jonasson,0.68
7528,Freddy 'KRIMZ' Johansson,0.86
7687,Nick 'nitr0' Cannella,1.18
16885,Volodymyr 'Woro2k' Veletniuk,1.24
10394,Russel 'Twistzz' Van Dulken,0.51
922,Marco 'Snappi' Pfeiffer,0.82
12521,Andrei 'arT' Piovezan,0.88
16848,Olek 'hades' Miskiewicz,0.91
17956,Jakob 'jabbi' Nygaard,1.12
12731,Viktor 'sdy' Orudzhev,0.88
19677,Damjan 'kyxsan' Stoilkovski,1.11
11777,Pavle 'Maden' Bošković,0.84
14419,Fredrik 'roeJ' Jørgensen,0.88
8918,Denis 'electroNic' Sharipov,1.27
11816,Robin 'ropz' Kool,0.86
12708,Rigon 'rigoN' Gashi,1.16
16848,Olek 'hades' Miskiewicz,0.96
18835,Rafael 'saffee' Costa,0.81
10994,Martin 'stavn' Lund,1.08
7322,Dan 'apEX' Madesclaire,1.23
7528,Freddy 'KRIMZ' Johansson,1.04
13249,Josh 'oSee' Ohm,0.98
15778,Sener 'SENER1' Mahmuti,0.84
9032,Emil 'Magisk' Reif,1.27
20358,Sebastian 'volt' Maloș,0.92
10994,Martin 'stavn' Lund,1.4
13602,Nico 'nicoodoz' Tamjidi,1.08
19750,André 'drop' Abreu,0.74
19114,Kacper 'Kylar' Walukiewicz,0.74
16947,Ilya 'Perfecto' Zalutskiy,1.31
19044,Maciej 'F1KU' Miklas,0.88
13239,Alexey 'Qikert' Golubev,1.4
9115,Christopher 'dexter' Nong,1.01
12781,Nils 'k1to' Gruhne,1.1
9032,Emil 'Magisk' Reif,0.59
14176,Kévin 'misutaaa' Rabier,1.16
19575,Daniil 'X5G7V' Maryshev,1.1
16495,Kornél 'kory' Szedlár,1.23
19044,Maciej 'F1KU' Miklas,0.89
20312,Dorian 'xertioN' Berman,1.06
7266,Florian 'syrsoN' Rische,0.8
8416,Bastian 'ayken' Schendzielorz,1.23
8374,Alexandre 'bodyy' Pianaro,1.16
11777,Pavle 'Maden' Bošković,1.29
8918,Denis 'electroNic' Sharipov,0.95
20207,Konstantin 'Raijin' Trubarov,0.75
19671,Jordan 'Python' Munck-Foehrle,0.91
16718,Frederik 'Fessor' Sørensen,0.6
12018,René 'TeSeS' Madsen,1.37
8918,Denis 'electroNic' Sharipov,1.15
17956,Jakob 'jabbi' Nygaard,0.88
12781,Nils 'k1to' Gruhne,1.21
19671,Jordan 'Python' Munck-Foehrle,0.73
16693,Shahar 'flameZ' Shushan,1.65
20363,Joel 'joel' Holmlund,1.31
284,Audric 'JACKZ' Jug,1.01
17008,Alexey 'Topa' Topchienko,0.93
18987,Valeriy 'b1t' Vakhovskiy,1.26
14929,Jon 'JDC' de Castro,1.24
20104,Elias 's1n' Stein,1.58
11777,Pavle 'Maden' Bošković,1.3
7964,Casper 'cadiaN' Møller,1.36
13138,Bryan 'Maka' Canda,1.33
9032,Emil 'Magisk' Reif,1.26
12732,Evgenii 'FL1T' Lebedev,1.19
18317,Boris 'magixx' Vorobiev,1.19
19236,Aleksandr 'KENSI' Gurkin,1.16
14759,Mihai 'iM' Ivan,1.13
7528,Freddy 'KRIMZ' Johansson,1.6
7412,Lukas 'gla1ve' Rossander,0.83
4679,Justin 'jks' Savage,1.51
7528,Freddy 'KRIMZ' Johansson,1.25
16147,Arseniy 'cptkurtka023' Derevinskiy,1.11
16920,Dmitry 'sh1ro' Sokolov,1.2
20127,Ihor 'w0nderful' Zhdanov,1.27
19882,Evgeny 'Norwi' Ermolin,1.43
15071,Timofey 'interz' Yakushin,0.78
9353,Ahmet 'paz' Karahoca,1.16
11816,Robin 'ropz' Kool,1.07
16948,Aleksandr 'TRAVIS' Timkiv,1.13
19673,Robert 'Patsi' Isyanov,1.17
19617,Denys 'amster' Liashenko,1.24
19725,Genc 'gxx-' Kolgeci,1.31
8528,Abay 'HObbit' Khassenov,1.0
9766,Hampus 'hampus' Poser,1.29
11816,Robin 'ropz' Kool,0.97
10610,Ismail 'refrezh' Ali,0.97
21199,Mikkel 'MistR' Thomsen,1.06
19920,Aleksandr 'KaiR0N-' Anashkin,0.8
20300,Tobias 'kraghen' Kragh Jensen,1.08
15662,Aleksandr 'zorte' Zagodyrenko,1.02
13666,Ludvig 'Brollan' Brolin,1.16
13240,Viktor 'Lack1' Boldyrev,0.63
18053,Helvijs 'broky' Saukants,1.07
18506,Pavel 's1ren' Ogloblin,1.2
16920,Dmitry 'sh1ro' Sokolov,1.3
3972,Nemanja 'huNter-' Kovač,1.72
20090,Rasmus 'Zyphon' Nordfoss,1.04
15778,Sener 'SENER1' Mahmuti,1.01
17372,Justin 'FaNg' Coakley,0.86
8735,Timothy 'autimatic' Ta,1.02
8564,Fernando 'fer' Alvarenga,1.08
13578,Michael 'Grim' Wince,0.93
8564,Fernando 'fer' Alvarenga,1.11
18141,Rodrigo 'biguzera' Bittencourt,1.12
8565,Henrique 'HEN1' Teles,1.27
8568,Ricardo 'boltz' Prass,1.12
11039,Dominick 'JazzPimp' Dimpfel,0.96
12840,Håkon 'hallzerk' Fjærli,1.0
12521,Andrei 'arT' Piovezan,1.29
15501,Jonathan 'b0denmaster' Bodenmalm,0.43
14737,Ignacio 'meyern' Meyer,1.28
17553,Matheus 'pesadelo' Panisset,1.24
11630,Johnny 'JT' Theodosiou,0.87
11940,Sanzhar 'neaLaN' Iskhakov,1.12
12822,Vinicius 'VINI' Figueiredo,0.93
5736,Vito 'kNgV-' Giuseppe,0.46
16546,David 'cynic' Polster,0.74
11154,Raphael 'exit' Lacerda,0.8
14737,Ignacio 'meyern' Meyer,0.74
18714,Guilherme 'piriajr' Barbosa,1.24
16835,Gabriel 'ponter' Amaral,0.89
16647,Brendan 'Bwills' Williams,1.61
8520,Keith 'NAF' Markovic,1.04
17372,Justin 'FaNg' Coakley,1.25
14736,Franco 'dgt' Garcia,1.12
15631,Kaike 'KSCERATO' Cerato,0.99
8520,Keith 'NAF' Markovic,1.27
20987,Breno 'brnz4n' Poletto,1.28
9216,Marcelo 'coldzera' David,0.86
17372,Justin 'FaNg' Coakley,1.36
18141,Rodrigo 'biguzera' Bittencourt,1.25
17353,Danny 'cxzi' Strzelczyk,0.84
12822,Vinicius 'VINI' Figueiredo,1.14
19750,André 'drop' Abreu,1.4
18129,Tal 'meztal' Hahiashvili,1.08
18638,Tengis 'sk0R' Batjargal,1.12
8124,Vadim 'DavCost' Vasilyev,1.46
11139,Alistair 'aliStair' Johnston,1.27
18638,Tengis 'sk0R' Batjargal,1.09
18462,William 'mezii' Merriman,1.29
17937,Isak 'isak' Fahlén,0.94
16693,Shahar 'flameZ' Shushan,1.12
15117,Nicolas 'Keoz' Dgus,0.64
8735,Timothy 'autimatic' Ta,0.71
16612,David 'n0rb3r7' Danielyan,1.4
11893,Mathieu 'ZywOo' Herbaut,1.48
16693,Shahar 'flameZ' Shushan,1.1
20104,Elias 's1n' Stein,1.39
16555,Sergey 'Ax1Le' Rykhtorov,1.07
15117,Nicolas 'Keoz' Dgus,0.7
19869,Santino 'try' Rigal,1.04
9115,Christopher 'dexter' Nong,1.11
19044,Maciej 'F1KU' Miklas,0.91
20104,Elias 's1n' Stein,1.32
8735,Timothy 'autimatic' Ta,0.8
9032,Emil 'Magisk' Reif,0.82
16555,Sergey 'Ax1Le' Rykhtorov,1.01
9618,Nemanja 'nexa' Isaković,1.02
7398,Peter 'dupreeh' Rasmussen,0.81
19694,Lucas 'nqz' Soares,1.11
19899,Karim 'Krimbo' Moussa,1.04
11219,Tsvetelin 'CeRq' Dimitrov,0.7
20101,Petr 'fame' Bolyshev,1.0
9216,Marcelo 'coldzera' David,0.81
15071,Timofey 'interz' Yakushin,0.99
7322,Dan 'apEX' Madesclaire,1.2
11940,Sanzhar 'neaLaN' Iskhakov,1.24
7266,Florian 'syrsoN' Rische,1.11
16693,Shahar 'flameZ' Shushan,1.34
17147,Flatron 'juanflatroo' Halimi,1.55
18072,Ádám 'torzsi' Torzsás,1.16
18865,David 'dav1deuS' Tapia Maldonado,0.89
14929,Jon 'JDC' de Castro,1.18
9618,Nemanja 'nexa' Isaković,0.85
9254,Alejandro 'mopoz' Fernández-Quejo Cano,0.93
16486,Erik 'ztr' Gustafsson,1.0
14929,Jon 'JDC' de Castro,1.15
13093,Raúl 'DeathZz' Jordán Nieto,0.83
11630,Johnny 'JT' Theodosiou,1.1
12732,Evgenii 'FL1T' Lebedev,1.29
10994,Martin 'stavn' Lund,0.84
20101,Petr 'fame' Bolyshev,1.23
12521,Andrei 'arT' Piovezan,1.06
19673,Robert 'Patsi' Isyanov,0.86
14929,Jon 'JDC' de Castro,0.96
12732,Evgenii 'FL1T' Lebedev,1.19
8738,Jonathan 'EliGE' Jablonowski,1.02
5794,Johannes 'tabseN' Wodarz,0.83
14929,Jon 'JDC' de Castro,1.19
17956,Jakob 'jabbi' Nygaard,1.4
19673,Robert 'Patsi' Isyanov,1.4
11777,Pavle 'Maden' Bošković,1.0
19899,Karim 'Krimbo' Moussa,0.86
18072,Ádám 'torzsi' Torzsás,0.75
16947,Ilya 'Perfecto' Zalutskiy,1.56
10610,Ismail 'refrezh' Ali,1.11
15631,Kaike 'KSCERATO' Cerato,1.09
429,Finn 'karrigan' Andersen,0.96
7964,Casper 'cadiaN' Møller,0.8
7716,Leonid 'chopper' Vishnyakov,1.09
11777,Pavle 'Maden' Bošković,0.69
14929,Jon 'JDC' de Castro,1.0
7998,Oleksandr 's1mple' Kostyliev,1.08
9278,Fredrik 'REZ' Sterner,0.9
14148,Rasmus 'sjuush' Beck,1.56
11777,Pavle 'Maden' Bošković,1.41
20127,Ihor 'w0nderful' Zhdanov,1.09
12731,Viktor 'sdy' Orudzhev,0.99
10394,Russel 'Twistzz' Van Dulken,0.77
10610,Ismail 'refrezh' Ali,0.83
9115,Christopher 'dexter' Nong,0.63
19750,André 'drop' Abreu,1.32
13666,Ludvig 'Brollan' Brolin,0.99
18221,Lotan 'Spinx' Giladi,1.03
12732,Evgenii 'FL1T' Lebedev,0.94
18053,Helvijs 'broky' Saukants,1.06
20090,Rasmus 'Zyphon' Nordfoss,1.0
19673,Robert 'Patsi' Isyanov,1.31
18072,Ádám 'torzsi' Torzsás,1.52
18775,Alexandra 'twenty3' Timonina,1.35
21219,Karina 'kaahSENSEI' Takahashi,1.27
1572,Ksenia 'vilga' Kluenkova,1.03
21732,Kelsie 'uhKelsie' Click,1.09
20166,Aida 'Aida' Simão,1.0
21736,Josiane 'josi' Izidorio,1.54
13442,Caralina 'cAra' Eang,0.72
21802,Mariana 'mari' Preste,1.37
1572,Ksenia 'vilga' Kluenkova,1.39
7645,Aurora 'aurora' Lyngdal,0.83
16341,Gabriela 'GaBi' Maldonado,1.25
22063,Hania 'Hanka' Pudlis,0.88
16497,Victoria 'tory' Kazieva,1.2
19045,Bruno 'latto' Rebelatto,1.13
14929,Jon 'JDC' de Castro,1.38
5796,Tizian 'tiziaN' Feldbusch,0.91
7499,Timo 'Spiidi' Richter,0.86
9102,Simon 'Sico' Williams,1.12
20987,Breno 'brnz4n' Poletto,1.39
19509,David 'dav1g' Granado Bermudo,1.08
14494,Paytyn 'junior' Johnson,1.04
5796,Tizian 'tiziaN' Feldbusch,0.81
18317,Boris 'magixx' Vorobiev,1.46
20761,Laurențiu 'lauNX' Țârlea,1.27
14148,Rasmus 'sjuush' Beck,1.35
16207,Zhenghao 'DANK1NG' Lv,0.99
20987,Breno 'brnz4n' Poletto,1.01
13239,Alexey 'Qikert' Golubev,1.24
15698,Eduardo 'dumau' Wolkmer,1.34
19899,Karim 'Krimbo' Moussa,1.1
9115,Christopher 'dexter' Nong,1.11
18317,Boris 'magixx' Vorobiev,1.28
12018,René 'TeSeS' Madsen,1.41
13157,Andrey 'Jerry' Mekhryakov,0.73
17147,Flatron 'juanflatroo' Halimi,0.91
7412,Lukas 'gla1ve' Rossander,0.75
10566,Marcelo 'chelo' Cespedes,1.07
16848,Olek 'hades' Miskiewicz,1.22
17372,Justin 'FaNg' Coakley,0.97
15662,Aleksandr 'zorte' Zagodyrenko,1.13
8564,Fernando 'fer' Alvarenga,0.89
4954,Andreas 'Xyp9x' Højsleth,0.8
11777,Pavle 'Maden' Bošković,0.7
8738,Jonathan 'EliGE' Jablonowski,1.17
9032,Emil 'Magisk' Reif,1.08
11139,Alistair 'aliStair' Johnston,0.93
9078,Kristian 'k0nfig' Wienecke,0.97
12713,Ricky 'floppy' Kemery,0.92
19673,Robert 'Patsi' Isyanov,1.1
12708,Rigon 'rigoN' Gashi,1.17
14390,Adriano 'WOOD7' Cerato,1.01
13300,Asger 'Farlig' Jensen,0.79
18221,Lotan 'Spinx' Giladi,1.16
2023,Gabriel 'FalleN' Toledo,1.26
15662,Aleksandr 'zorte' Zagodyrenko,1.27
12713,Ricky 'floppy' Kemery,1.15
9816,Aleksi 'Aleksib' Virolainen,0.94
8575,Buğra 'Calyx' Arkın,1.4
16848,Olek 'hades' Miskiewicz,1.23
14394,Matheus 'Tuurtle' Anhaia,0.92
557,Lincoln 'fnx' Lau,0.7
9078,Kristian 'k0nfig' Wienecke,1.47
17011,Aleksandr 'shalfey' Marenov,1.42
19230,Ilya 'm0NESY' Osipov,1.44
12708,Rigon 'rigoN' Gashi,1.08
11893,Mathieu 'ZywOo' Herbaut,1.58
9078,Kristian 'k0nfig' Wienecke,0.93
13666,Ludvig 'Brollan' Brolin,1.15
8321,Oskar 'oskarish' Stenborowski,0.99
12810,Max 'SHOCK' Kvapil,1.22
13300,Asger 'Farlig' Jensen,0.89
18506,Pavel 's1ren' Ogloblin,1.25
13666,Ludvig 'Brollan' Brolin,1.16
18120,Dionis 'sinnopsyy' Budeci,1.78
15204,Arek 'Vegi' Nawojski,0.96
13281,Aleksei 'El1an' Gusev,0.82
9766,Hampus 'hampus' Poser,0.78
20304,Victor 'Staehr' Staehr,1.14
8528,Abay 'HObbit' Khassenov,1.33
12016,Svyatoslav 'svyat' Dovbakh,1.2
12810,Max 'SHOCK' Kvapil,1.36
11777,Pavle 'Maden' Bošković,1.07
8321,Oskar 'oskarish' Stenborowski,0.96
19725,Genc 'gxx-' Kolgeci,0.92
9078,Kristian 'k0nfig' Wienecke,1.0
18506,Pavel 's1ren' Ogloblin,1.51
13602,Nico 'nicoodoz' Tamjidi,1.12
13497,Lucas 'Lucky' Chastang,1.31
9766,Hampus 'hampus' Poser,1.1
11498,Aleksei 'NickelBack' Trofimov,1.51
9816,Aleksi 'Aleksib' Virolainen,1.14
8528,Abay 'HObbit' Khassenov,1.23
7716,Leonid 'chopper' Vishnyakov,0.97
13602,Nico 'nicoodoz' Tamjidi,1.03
13300,Asger 'Farlig' Jensen,1.35
16921,Vladislav 'nafany' Gorshkov,1.23
13497,Lucas 'Lucky' Chastang,0.83
9766,Hampus 'hampus' Poser,1.35
13982,Igor 'Forester' Bezotecheskiy,1.03
3741,Nikola 'NiKo' Kovač,0.96
11205,Renato 'stadodo' Gonçalves,0.91
13157,Andrey 'Jerry' Mekhryakov,0.9
7322,Dan 'apEX' Madesclaire,0.91
10264,Nikolaj 'niko' Kristensen,1.09
13239,Alexey 'Qikert' Golubev,0.82
18053,Helvijs 'broky' Saukants,1.44
15949,Peppe 'Peppzor' Borak,0.79
16947,Ilya 'Perfecto' Zalutskiy,1.06
8998,Tiago 'JUST' Moura,1.04
10981,Mateusz 'mantuu' Wilczewski,1.09
429,Finn 'karrigan' Andersen,1.04
10784,Alfred 'RuStY' Karlsson,0.96
7964,Casper 'cadiaN' Møller,0.98
21367,Dmitry 'spirit' Kutovykh,1.42
7528,Freddy 'KRIMZ' Johansson,0.95
13915,Mareks 'YEKINDAR' Gaļinskis,0.85
9032,Emil 'Magisk' Reif,1.17
9618,Nemanja 'nexa' Isaković,0.83
11205,Renato 'stadodo' Gonçalves,1.4
18072,Ádám 'torzsi' Torzsás,1.46
13776,Dzhami 'Jame' Ali,0.84
14759,Mihai 'iM' Ivan,0.99
11840,Kirill 'Boombl4' Mikhailov,1.28
15835,Ömer 'imoRR' Karataş,1.14
7964,Casper 'cadiaN' Møller,1.19
7322,Dan 'apEX' Madesclaire,1.07
14929,Jon 'JDC' de Castro,0.9
14932,Josef 'faveN' Baumann,1.13
14176,Kévin 'misutaaa' Rabier,1.54
17937,Isak 'isak' Fahlén,0.58
11816,Robin 'ropz' Kool,1.53
10994,Martin 'stavn' Lund,1.2
11840,Kirill 'Boombl4' Mikhailov,1.24
11942,Timur 'buster' Tulepov,1.54
11816,Robin 'ropz' Kool,1.13
11777,Pavle 'Maden' Bošković,0.81
11816,Robin 'ropz' Kool,1.19
18987,Valeriy 'b1t' Vakhovskiy,0.87
11777,Pavle 'Maden' Bošković,1.24
19673,Robert 'Patsi' Isyanov,1.01
8611,Patrick 'es3tag' Hansen,0.9
13602,Nico 'nicoodoz' Tamjidi,1.46
284,Audric 'JACKZ' Jug,0.92
7964,Casper 'cadiaN' Møller,1.24
16921,Vladislav 'nafany' Gorshkov,0.99
16848,Olek 'hades' Miskiewicz,1.08
3972,Nemanja 'huNter-' Kovač,0.97
9766,Hampus 'hampus' Poser,1.34
7266,Florian 'syrsoN' Rische,0.95
13602,Nico 'nicoodoz' Tamjidi,1.14
16947,Ilya 'Perfecto' Zalutskiy,1.5
19725,Genc 'gxx-' Kolgeci,0.9
18506,Pavel 's1ren' Ogloblin,0.81
11893,Mathieu 'ZywOo' Herbaut,1.44
16920,Dmitry 'sh1ro' Sokolov,0.73
14932,Josef 'faveN' Baumann,0.97
10994,Martin 'stavn' Lund,1.13
16080,Paweł 'dycha' Dycha,1.32
15071,Timofey 'interz' Yakushin,1.15
284,Audric 'JACKZ' Jug,1.0
5796,Tizian 'tiziaN' Feldbusch,0.86
15631,Kaike 'KSCERATO' Cerato,1.23
10096,Rasmus 'HooXi' Nielsen,1.02
429,Finn 'karrigan' Andersen,1.37
12018,René 'TeSeS' Madsen,0.88
11893,Mathieu 'ZywOo' Herbaut,0.88
16947,Ilya 'Perfecto' Zalutskiy,1.01
7266,Florian 'syrsoN' Rische,1.23
15631,Kaike 'KSCERATO' Cerato,1.03
11816,Robin 'ropz' Kool,0.79
16920,Dmitry 'sh1ro' Sokolov,1.11
13666,Ludvig 'Brollan' Brolin,1.48
14148,Rasmus 'sjuush' Beck,1.12
17956,Jakob 'jabbi' Nygaard,1.44
8520,Keith 'NAF' Markovic,0.75
11816,Robin 'ropz' Kool,0.87
9618,Nemanja 'nexa' Isaković,1.05
3741,Nikola 'NiKo' Kovač,1.25
8520,Keith 'NAF' Markovic,1.04
9618,Nemanja 'nexa' Isaković,1.09
14148,Rasmus 'sjuush' Beck,1.0
7687,Nick 'nitr0' Cannella,1.13
16612,David 'n0rb3r7' Danielyan,1.02
16947,Ilya 'Perfecto' Zalutskiy,0.91
9078,Kristian 'k0nfig' Wienecke,0.91
429,Finn 'karrigan' Andersen,0.87
16612,David 'n0rb3r7' Danielyan,1.18
17956,Jakob 'jabbi' Nygaard,1.16
10394,Russel 'Twistzz' Van Dulken,0.86
13249,Josh 'oSee' Ohm,0.82
9816,Aleksi 'Aleksib' Virolainen,1.26
12018,René 'TeSeS' Madsen,1.25
16947,Ilya 'Perfecto' Zalutskiy,1.09
9219,João 'felps' Vasconcellos,0.52
11816,Robin 'ropz' Kool,1.11
15821,Adam 'NEOFRAG' Zouhar,0.98
13915,Mareks 'YEKINDAR' Gaļinskis,1.11
12731,Viktor 'sdy' Orudzhev,1.03
14148,Rasmus 'sjuush' Beck,0.92
8183,Håvard 'rain' Nygaard,1.52
3741,Nikola 'NiKo' Kovač,0.99
8611,Patrick 'es3tag' Hansen,0.97
10394,Russel 'Twistzz' Van Dulken,1.3
12731,Viktor 'sdy' Orudzhev,1.16
12018,René 'TeSeS' Madsen,0.93
15165,Benjamin 'blameF' Bremer,1.05
7398,Peter 'dupreeh' Rasmussen,1.41
8738,Jonathan 'EliGE' Jablonowski,1.16
10394,Russel 'Twistzz' Van Dulken,1.02
3972,Nemanja 'huNter-' Kovač,1.28
14218,Nicolas 'Plopski' Gonzalez Zamora,1.43
16693,Shahar 'flameZ' Shushan,1.16
11816,Robin 'ropz' Kool,0.83
7964,Casper 'cadiaN' Møller,0.93
11940,Sanzhar 'neaLaN' Iskhakov,0.56
8183,Håvard 'rain' Nygaard,1.18
10994,Martin 'stavn' Lund,1.07
429,Finn 'karrigan' Andersen,1.25
8520,Keith 'NAF' Markovic,0.91
13578,Michael 'Grim' Wince,0.66
19592,Daniil 'headtr1ck' Valitov,1.08
17372,Justin 'FaNg' Coakley,0.92
19230,Ilya 'm0NESY' Osipov,0.95
12731,Viktor 'sdy' Orudzhev,0.87
11893,Mathieu 'ZywOo' Herbaut,1.08
13666,Ludvig 'Brollan' Brolin,0.93
15821,Adam 'NEOFRAG' Zouhar,0.8
7398,Peter 'dupreeh' Rasmussen,0.99
13666,Ludvig 'Brollan' Brolin,1.13
9032,Emil 'Magisk' Reif,1.16
7998,Oleksandr 's1mple' Kostyliev,1.32
9816,Aleksi 'Aleksib' Virolainen,0.93
17306,Abdul 'degster' Gasanov,0.89
11893,Mathieu 'ZywOo' Herbaut,1.31
429,Finn 'karrigan' Andersen,0.78
19044,Maciej 'F1KU' Miklas,1.07
12731,Viktor 'sdy' Orudzhev,1.14
429,Finn 'karrigan' Andersen,1.29
9482,Gabriel 'NEKIZ' Schenato,0.5
16848,Olek 'hades' Miskiewicz,1.02
16947,Ilya 'Perfecto' Zalutskiy,1.15
19230,Ilya 'm0NESY' Osipov,0.74
429,Finn 'karrigan' Andersen,1.19
12732,Evgenii 'FL1T' Lebedev,1.11
19164,Álvaro 'SunPayus' García,0.88
20312,Dorian 'xertioN' Berman,1.0
19509,David 'dav1g' Granado Bermudo,0.92
20101,Petr 'fame' Bolyshev,1.01
21150,Kian 'Triton' Gibson,1.03
11163,Alencar 'trk' Rossato,1.07
9115,Christopher 'dexter' Nong,1.24
16080,Paweł 'dycha' Dycha,1.07
9254,Alejandro 'mopoz' Fernández-Quejo Cano,1.05
20312,Dorian 'xertioN' Berman,1.61
13239,Alexey 'Qikert' Golubev,1.09
19164,Álvaro 'SunPayus' García,1.38
12822,Vinicius 'VINI' Figueiredo,1.1
18676,Felipe 'skullz' Medeiros,1.16
8789,Nikolay 'mir' Bityukov,0.87
